"place_lon","place_lat"
-94.5592815,39.1000485
-79.9438375,39.6293145
-70.5251705,43.3773605
-79.95791,37.2744885
-79.8573635,36.090397
-87.1023995,37.765135
-81.9225355,41.4117025
-122.149397,47.8627655
-122.630908,45.536402
-117.9248925,33.8893475
-82.3302695,29.6731715
-82.0052245,35.6923975
-78.8270655,42.787388
-94.7745775,38.954341
-118.9188865,34.188478
-74.171711,40.4267405
-73.672894,40.6689815
-77.356767,38.608186
-111.992317,40.6030705
-98.1232495,29.705614
-75.0714215,39.8914695
-76.955799,38.9608415
-77.553048,39.101836
-114.330424,48.2074385
-93.785115,41.6840135
-71.331134,42.1160705
-119.1759405,46.1992915
-117.874032,33.617638
-81.411805,41.655578
-76.9212315,38.848156
-121.294241,37.821569
-82.73926,27.755378
-94.3484515,32.531603
-116.9899205,33.7293785
-84.1339925,34.008338
-99.454676,27.532077
-101.897173,33.5705265
-84.1956535,39.9664985
-79.9953585,35.9950545
-84.4309125,39.22303
-118.400264,33.9166485
-77.2038845,38.9374855
-122.2568425,38.1799225
-82.5225815,36.512493
-115.0611275,36.184754
-74.4992635,40.511209
-81.6070845,41.0056315
-91.6828545,41.976528
-84.7123025,38.054885
-71.1593885,42.4895265
-85.7682405,37.822244
-80.558851,40.6415635
-93.156922,45.0140865
-76.2958955,36.7632155
-117.9152615,34.1380885
-76.1288105,43.052607
-118.063704,33.9289335
-122.061771,47.6788125
-97.552161,35.4828435
-71.5507035,42.3458205
-77.572455,43.211767
-77.4931705,37.529883
-118.369645,34.0870095
-81.2480365,35.4759665
-75.175238,39.961333
-108.193367,36.75742
-97.024787,33.126924
-122.296281,47.1192855
-123.1224015,44.065621
-79.712191,40.5790625
-82.479513,28.087675
-118.080024,33.9939205
-81.441568,41.176533
-122.8202705,42.2782795
-78.8954405,35.9909825
-86.1324485,39.9632495
-72.7502315,41.762317
-86.3402345,39.601138
-81.393653,28.6648035
-87.4567795,41.5480755
-73.2257725,44.4925995
-78.853563,42.8962295
-83.030573,42.581306
-121.9103445,38.016752
-112.0886265,33.834852
-73.926137,41.093821
-74.066663,40.7180015
-71.112377,42.3781975
-87.846586,41.8239535
-74.185292,41.318312
-97.724487,35.3917465
-83.0731845,40.0265965
-122.030365,37.529056
-71.005928,42.143805
-96.927022,42.7811045
-82.9359155,42.509768
-106.662,35.29618
-96.92702,42.7811
-75.118,40.00487
-76.60396,39.16959
-80.328,26.02789
-71.21368,42.32539
-117.874,33.61764
-94.55928,39.10005
-76.91126,38.95824
-84.51579,33.84676
-75.77004,42.74662
-82.66947,40.36516
-95.44649,29.8385
-86.14292,39.77956
-80.96402,41.19048
-100.0769,31.16889
-83.30251,30.85608
-83.80447,27.69868
-71.42183,41.81708
-73.83119,40.67088
-92.01745,34.20437
-122.043,38.23336
-76.56862,42.94808
-89.26651,39.7393
-99.75056,32.41505
-87.73201,41.83358
-122.6309,45.5364
-76.75039,39.20674
-81.44502,41.31307
-80.15292,25.84949
-83.17387,32.67821
-78.65784,35.84398
-93.36132,46.44186
-76.70463,39.15415
-97.75472,30.32335
-80.84679,35.20906
-77.0144,38.8986
-93.63936,42.03251
-78.88398,43.07557
-95.91364,36.10939
-85.9786,35.83052
-86.44124,39.76656
-96.83201,32.95979
-88.31575,42.24813
-117.105,32.81001
-118.4119,34.02079
-73.37524,41.21688
-95.99018,30.08316
-112.1247,33.55286
-76.62048,39.28471
-82.53232,28.10338
-84.17555,39.71963
-81.52908,41.33942
-80.24498,36.08717
-81.70547,41.49594
-98.71699,35.30905
-83.64581,41.38709
-80.92663,33.63114
-122.3345,47.30757
-82.20275,28.36687
-77.57246,43.21177
-80.23333,25.78235
-92.06118,30.20608
-90.01101,29.9826
-81.53205,40.81483
-75.12482,39.70843
-81.35115,41.31199
-87.8372,41.74751
-79.42087,38.00338
-84.76301,33.37992
-94.69622,37.40577
-117.3209,33.22632
-94.21222,45.63248
-79.95791,37.27449
-122.436,37.77066
-92.13127,34.75194
-118.7546,34.14708
-105.5509,38.99794
-84.08379,39.64299
-89.56949,44.90082
-86.79155,36.20001
-117.2179,33.92192
-84.18056,35.8619
-93.42803,44.47911
-98.31992,38.4982
-72.64777,42.06693
-85.60496,42.91277
-80.08367,40.40932
-77.60468,41.11794
-122.4294,47.13988
-73.32083,40.88121
-101.8972,33.57053
-82.8542,40.02179
-81.37774,41.6621
-117.4627,34.10816
-84.43311,33.76719
-84.29691,33.77221
-79.86103,35.1705
-121.4362,37.72335
-78.43195,42.08845
-115.1334,36.24912
-122.3118,48.41812
-87.75953,41.70895
-86.13245,39.96325
-84.20037,39.78036
-117.9685,33.76904
-84.19599,39.36161
-79.71219,40.57906
-76.92123,38.84816
-78.8818,42.99366
-90.13367,32.47432
-122.3306,47.61482
-89.92203,35.13352
-94.52846,36.18338
-83.32137,34.56709
-77.102,38.88084
-71.23369,42.06065
-89.87645,32.57103
-90.87531,32.30788
-68.98471,45.18841
-89.98168,36.57271
-78.63727,42.91
-74.18529,41.31831
-76.50781,37.0903
-117.5622,34.12167
-118.132,34.17731
-79.69682,40.31564
-122.1892,47.89111
-83.21683,42.54869
-121.5454,38.55999
-104.9221,39.71356
-82.74104,39.89023
-76.149,39.4977
-81.39365,28.6648
-82.51921,34.77654
-79.87145,40.33862
-91.68285,41.97653
-86.43551,36.96567
-85.84122,41.5728
-90.92567,30.14994
-81.83002,41.24309
-85.02679,41.05772
-74.89636,39.95827
-97.28591,32.77997
-77.23697,38.80511
-74.06666,40.718
-77.27715,38.79362
-73.94878,40.65514
-114.1433,45.49455
-119.8272,39.51244
-84.53213,33.94812
-82.0964,39.32038
-116.3613,33.74054
-72.75738,41.50075
-82.70012,34.79258
-83.07859,40.28412
-84.15474,39.62671
-122.2305,47.22101
-74.27824,40.83876
-121.6413,36.68915
-91.08988,30.36735
-81.36777,28.50168
-74.10228,40.43273
-66.05837,18.38417
-72.54558,42.11306
-98.15427,19.03223
-71.19624,42.18187
-87.40988,46.54967
-73.96854,40.78071
-80.09542,8.421673
-77.35677,38.60819
-76.17819,40.18188
-122.1427,47.75004
-83.09929,42.35279
-74.22911,40.69326
-84.55737,38.22507
-79.41822,36.6072
-97.25663,37.55057
-82.98577,39.99468
-80.23878,25.9579
-80.30706,25.97612
-92.36407,30.21897
-96.76175,32.81986
-117.6038,34.04516
-92.60458,44.86536
-77.98527,39.46065
-98.54065,29.4175
-81.66152,26.59981
-71.49604,41.63335
-87.8433,42.01581
-118.1597,34.0353
-111.9317,34.16825
-79.24232,42.09278
-81.76466,41.38784
-79.91952,43.83231
-74.18485,40.73449
-85.85187,42.91071
-117.4345,47.66744
-106.4174,31.79337
-86.27054,45.00118
-86.68074,32.57623
-111.7386,33.29521
-74.72432,40.07304
-82.30672,27.82737
-117.7063,33.52945
-83.96384,35.98247
-83.60522,41.55253
-80.18183,38.92014
-77.52423,40.05216
-74.94641,40.10224
-89.01757,42.25715
-122.1944,47.4816
-76.49218,39.02362
-97.75384,31.07931
-117.8154,34.00094
-95.31704,32.31566
-73.43362,45.51094
-61.81173,44.32123
-80.86456,35.56843
-88.02223,43.00611
-104.9556,39.58958
-85.55761,38.19474
-121.3007,38.76316
-77.32305,37.54901
-80.05515,40.4954
-86.77799,35.99527
-106.0261,34.16624
-81.92254,41.4117
-86.12054,41.73486
-91.0908,30.4591
-73.18397,44.49543
-93.05863,44.8302
-87.88487,41.93463
-71.08871,42.31367
-96.29165,30.58547
-84.33388,33.58564
-76.30038,40.03995
-96.77104,32.51583
-75.90359,42.11179
-84.7123,38.05488
-76.21889,43.11035
-121.4697,38.56172
-104.7893,38.88852
-98.36253,25.83657
-87.53341,33.1966
-81.34029,41.69898
-75.1173,40.1507
-97.34391,37.6839
-97.16916,31.54745
-75.30677,39.93782
-76.97307,38.53121
-79.94384,39.62931
-86.29086,41.67966
-83.34976,40.23688
-121.879,36.5963
-71.5507,42.34582
-97.43242,27.73715
-71.6835,42.03694
-81.52653,41.52391
-119.3066,37.26918
-80.08703,42.1107
-86.24473,32.36415
-118.1573,33.99507
-85.72235,38.19555
-115.2231,36.23291
-74.24546,40.62427
-88.16156,30.68365
-78.74737,42.7677
-96.83525,33.15014
-117.9153,34.13809
-97.13564,32.70185
-119.3195,36.31949
-93.32013,45.16574
-97.42729,35.8758
-90.11005,29.88188
-76.29806,39.44051
-80.63113,35.40198
-95.11701,29.70759
-78.82707,42.78739
-81.92146,41.49098
-90.1511,38.90121
-121.9103,38.01675
-118.0279,33.93615
-88.20596,41.97614
-82.44184,34.95385
-85.49154,32.59725
-93.26205,44.97061
-95.77871,29.72199
-119.3025,47.12084
-96.97291,28.80253
-116.1788,33.69129
-79.98069,40.43139
-84.66773,34.05301
-100.3017,47.46786
-79.48474,34.75435
-75.95304,39.6097
-97.11477,33.2025
-80.1129,26.53349
-117.6733,33.98733
-88.01266,41.8735
-97.55216,35.48284
-87.74545,41.42666
-70.92874,43.13666
-74.12717,40.7875
-104.9768,39.53479
-118.2968,34.07317
-124.1447,40.58335
-122.2705,37.80813
-71.08993,42.67267
-97.75188,30.45696
-76.34542,39.53232
-96.83009,46.86488
-111.2979,47.49384
-73.72303,45.55783
-88.08075,41.79445
-111.9281,33.39288
-89.32971,43.05972
-104.7355,40.4145
-87.74471,42.03412
-117.6716,33.64635
-81.80305,41.48042
-77.42819,39.37247
-84.30649,33.94307
-81.68556,33.4183
-72.64752,42.22367
-71.47029,42.07637
-60.97635,13.90903
-89.55174,44.46649
-82.44269,27.99659
-117.8874,33.73999
-74.42301,40.61958
-91.53706,41.64735
-73.36392,40.86079
-96.6996,33.19465
-73.02211,41.56658
-86.61358,33.69137
-117.7674,34.12577
-72.45117,43.87176
-101.8161,35.21112
-71.11238,42.3782
-83.57939,30.10988
-96.69094,32.96448
-96.39804,34.01471
-114.4652,42.56126
-64.76731,32.31911
-73.11522,40.83052
-81.8409,41.15251
-74.65935,40.37288
-86.60134,36.37416
-122.0404,37.89367
-104.813,39.96186
-83.29142,42.65167
-79.17901,37.40096
-82.50628,28.01701
-121.4404,36.50919
-87.97182,43.01252
-85.22397,35.00297
-77.23091,38.89614
-120.665,35.27481
-96.73114,43.54101
-76.24342,43.04972
-84.31507,33.87454
-117.8511,33.84286
-73.65838,40.71163
-85.17005,41.08692
-123.3498,44.04506
-70.8828,43.25485
-119.272,35.75781
-75.32832,43.14697
-92.54718,47.51766
-83.72997,42.27084
-91.44793,30.70211
-117.2941,34.13493
-120.8825,47.27302
-83.02699,42.49285
-84.11402,40.75246
-75.76516,44.04197
-85.53257,43.11626
-70.78116,42.0977
-110.9156,32.18939
-98.15242,26.34753
-75.48394,40.59183
-111.917,40.76581
-81.43148,41.65915
-75.33749,39.92086
-84.3036,33.89019
-92.12284,46.75833
-98.30367,29.55086
-93.45943,44.8462
-79.61607,43.55524
-88.24,42.98164
-71.00536,42.20336
-84.01727,33.66663
-82.0193,41.44851
-101.9257,33.59641
-117.1543,46.73082
-97.45574,35.69522
-83.03715,42.74977
-82.58739,28.00417
-75.60577,39.95993
-88.99153,40.52477
-96.7349,33.06124
-96.87996,32.92455
-87.80711,41.9855
-82.20352,39.71352
-71.54256,43.22757
-118.3251,34.18216
-85.67263,40.1054
-84.53981,39.13704
-79.85736,36.0904
-80.17241,32.99998
-81.49715,41.3135
-85.76824,37.82224
-77.34906,38.9558
-121.9986,37.97333
-72.85417,41.67368
-68.79541,44.81176
-81.28312,28.78418
-75.3672,40.62528
-83.98686,33.66394
-88.92912,30.42782
-97.71558,26.19637
-83.36972,42.31131
-89.34591,43.24122
-79.82046,43.3814
-89.55297,44.89521
-76.41628,38.35342
-84.19565,39.9665
-85.95897,37.89279
-87.6714,41.68767
-79.89315,40.50674
-111.8584,33.63934
-94.14802,36.33561
-98.6074,29.38342
-74.12008,40.75171
-80.12875,41.87661
-73.67324,40.65735
-96.79305,32.85101
-79.27257,43.62931
-122.6334,38.24445
-97.86188,27.50059
-94.79405,35.46812
-71.02134,42.25612
-97.01117,32.65568
-80.09023,34.96582
-84.19207,34.03802
-78.85356,42.89623
-122.2795,37.87585
-81.5665,41.51401
-87.63563,41.51232
-105.1233,39.68585
-76.55573,38.99208
-73.84944,40.85035
-74.378,40.53879
-71.07904,41.89953
-96.96148,32.86392
-81.35043,41.16025
-122.5785,47.28631
-76.06995,36.80254
-118.0971,34.09325
-93.3606,44.89522
-79.80938,40.3815
-112.0008,57.66496
-81.95078,33.52983
-80.65759,41.01594
-92.34232,34.72189
-81.34679,28.65116
-81.68351,41.11326
-84.66841,39.1659
-74.15395,40.57238
-80.18247,25.96058
-74.06379,40.77849
-75.3207,39.89962
-92.91499,42.03734
-92.57745,40.19493
-80.61974,35.4882
-73.9707,42.78734
-122.3134,47.38575
-81.41574,30.3429
-88.0082,44.52317
-82.34227,34.79594
-121.9698,37.40316
-84.16687,33.72269
-82.70115,28.10956
-91.40101,30.93734
-80.72703,40.36494
-82.01961,41.38246
-82.61342,28.06205
-81.33066,35.72929
-118.2352,34.22888
-117.1971,33.68805
-75.06575,39.87959
-95.10952,43.41187
-118.1321,34.04935
-117.1104,33.59595
-77.55305,39.10184
-76.06167,39.58178
-86.79392,33.54224
-80.34526,27.30076
-93.10565,44.94152
-121.2381,37.81645
-88.32465,36.61235
-97.44517,35.2223
-75.16357,39.95255
-94.80809,38.88662
-81.74351,41.30783
-86.14532,39.58304
-81.82018,41.37
-105.1282,39.82021
-87.77037,41.74544
-81.8646,40.27064
-121.8737,37.33116
-75.18148,39.82988
-74.12323,40.96064
-84.28019,34.07334
-122.1498,47.59786
-81.06856,29.19022
-122.5984,37.99038
-97.13029,33.63437
-83.6018,42.24571
-87.8834,42.58927
-81.37177,28.62573
-85.70272,42.28446
-89.06913,30.42603
-88.03406,40.1184
-87.84525,42.12575
-80.6559,40.60098
-84.8694,39.10306
-97.151,32.96065
-86.34023,39.60114
-88.02554,43.06754
-77.90465,40.80284
-80.23063,26.20479
-71.06096,42.17113
-90.24782,38.65377
-71.24207,42.39445
-77.15365,39.14537
-79.85211,40.37285
-100.1961,25.6766
-97.93519,29.89561
-117.7752,33.54767
-90.59744,41.53794
-83.5042,42.65553
-74.26616,40.66523
-81.10962,32.01728
-94.67509,38.93155
-74.71693,40.8408
-87.32217,36.55098
-91.50972,44.81952
-92.72385,44.97487
-73.48317,40.75045
-84.15638,33.73804
-71.2765,42.89124
-75.09108,40.08059
-83.39978,33.95638
-97.15268,49.85381
-77.85811,40.78354
-97.81364,30.50596
-118.08,33.99392
-81.21549,37.25831
-71.56617,44.00123
-84.16379,39.08235
-77.15222,38.76887
-79.15155,40.62132
-97.95934,30.30837
-78.34207,35.51251
-86.58477,30.75044
-74.03226,40.74638
-80.14917,26.15037
-97.0802,36.12969
-119.7825,36.78604
-84.26617,30.47622
-78.6137,35.69031
-102.009,33.51973
-83.02775,36.40288
-88.16132,41.7485
-131.6542,55.34819
-93.02128,34.48653
-73.5541,41.09833
-73.35027,42.90017
-94.7902,39.00843
-81.51675,41.08088
-75.09879,39.60901
-111.6345,33.24237
-92.43084,35.07311
-79.58694,40.5711
-74.48616,42.68101
-85.06902,33.58008
-72.75023,41.76232
-117.58,33.97934
-80.13499,26.37398
-74.15065,41.06832
-116.9795,33.78492
-77.49317,37.52988
-111.4982,28.96986
-93.41713,37.60795
-106.6819,35.01151
-81.46662,41.60612
-85.39135,40.19724
-82.16087,29.12022
-79.02602,35.91944
-96.42681,32.92054
-84.45372,39.16145
-118.4003,33.91665
-80.20672,26.70098
-75.54964,10.39045
-93.99928,44.16514
-75.70378,39.4437
-118.1304,33.93767
-93.13146,35.27858
-77.96018,35.38252
-96.93284,33.17037
-90.06376,29.87681
-87.01055,34.58093
-76.92956,39.10076
-82.6964,39.99416
-88.73766,42.83678
-75.94566,40.33365
-80.12236,26.3012
-122.1494,47.86277
-81.46158,40.79399
-90.50043,30.55192
-84.55006,39.34693
-82.33027,29.67317
-83.07318,40.0266
-122.4511,37.67673
-79.83384,40.47727
-121.2431,38.64957
-87.96729,43.05672
-97.30283,32.521
-88.9122,43.08187
-84.33593,39.06617
-81.46968,28.58664
-97.2571,35.46795
-90.17972,35.1762
-85.51021,36.13953
-76.50886,42.44949
-94.12863,30.08692
-61.21178,10.70048
-117.824,33.81016
-74.11779,40.07612
-71.02677,42.08457
-90.11198,38.74317
-81.51152,41.16525
-84.21622,40.03875
-76.12881,43.05261
-78.89544,35.99098
-90.22422,15.77247
-78.83702,35.75619
-86.45649,30.39818
-74.31502,40.38456
-79.74152,39.89568
-89.00026,42.43722
-93.77475,41.56426
-104.9802,39.8948
-85.19393,34.26675
-82.56701,35.53907
-96.69656,40.80324
-96.61846,33.01807
-122.6587,49.09914
-117.3976,33.93582
-70.96009,41.60626
-75.78093,40.52006
-83.76737,34.09246
-82.51179,28.0591
-117.882,34.08754
-73.70959,45.60557
-123.2793,44.56925
-81.81818,27.89901
-116.238,43.59803
-76.44497,39.38772
-73.44094,41.15628
-82.23682,36.32696
-95.63169,29.60346
-121.9513,49.13731
-70.85809,42.56629
-91.49499,43.63432
-122.5946,45.38823
-82.97638,38.75682
-114.3304,48.20744
-77.35737,37.62331
-74.10871,40.85264
-97.15001,44.9137
-115.0383,36.00626
-75.80014,45.24879
-90.17863,30.00124
-86.74116,33.4513
-83.57467,41.65659
-90.69684,35.82863
-81.98683,26.63648
-90.37352,40.94313
-123.1308,49.17424
-92.45309,42.51616
-123.1224,44.06562
